"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"CU","2022-10-03","77.8","-2.39","6.25","Kremer, Dean",666182,665152,,"ball",,,,,14,"Bo Bichette called out on strikes.","R","R","R","BAL","TOR","B",,,1,2,2022,"0.68","-1.54","1.76","-2.04",593160,,,2,5,"Top",,,,,668939,,,7.599867593048751,-112.79085223174336,-7.826579167663776,4.09366090791949,24.449961781055983,-43.661215386215666,"3.45","1.63",,,,"76.8",2778,"6.2",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.27",,,,,,,,38,4,"Curveball",1,3,3,1,4,1,4,1,"Strategic","Strategic",29,"-0.072","0.038"
"SI","2022-10-03","90","-2.81","5.93","Kremer, Dean",666182,665152,,"called_strike",,,,,8,"Bo Bichette called out on strikes.","R","R","R","BAL","TOR","S",,,1,1,2022,"-1.36","1.11","-0.16","1.99",593160,,,2,5,"Top",,,,,668939,,,9.460436430966476,-130.55740358216903,-6.100627080293612,-17.62677850082807,28.50788724836478,-18.3252559964421,"3.77","1.8",,,,"89.6",1968,"6.3",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.21",,,,,,,,38,3,"Sinker",1,3,3,1,3,1,3,1,"Standard","Strategic",219,"0","-0.099"
"FC","2022-10-03","86","-2.57","6.13","Kremer, Dean",666182,665152,,"foul",,,,,6,"Bo Bichette called out on strikes.","R","R","R","BAL","TOR","S",,,1,0,2022,"0.66","0.67","0.78","2.73",593160,,,2,5,"Top",,,,,668939,,,6.613240448615895,-125.06382346755,-3.1354397041309627,5.496983659733457,25.861487271077,-24.744930318662846,"3.55","1.62",123,"73.7",11,"85.9",2465,"6.3",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.21",,,,,,,,38,2,"Cutter",1,3,3,1,3,1,3,1,"Strategic","Standard",162,"0","-0.049"
"SI","2022-10-03","90.1","-2.8","5.84","Kremer, Dean",666182,665152,,"ball",,,,,14,"Bo Bichette called out on strikes.","R","R","R","BAL","TOR","B",,,0,0,2022,"-1.65","0.94","0.45","1.06",593160,,,2,5,"Top",,,,,668939,,,11.58413767922353,-130.39504282329932,-7.777487755803927,-21.436892184983087,31.196866958549734,-19.815626313026293,"3.82","1.78",,,,"89.4",2075,"6.5",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.02",,,,,,,,38,1,"Sinker",1,3,3,1,3,1,3,1,"Strategic","Standard",217,"0","0.031"
"SI","2022-10-03","88.8","-2.82","5.76","Kremer, Dean",543807,665152,"field_out","hit_into_play",,,,,4,"George Springer grounds out sharply, second baseman Rougned Odor to first baseman Ryan Mountcastle.   Whit Merrifield to 3rd.","R","R","R","BAL","TOR","X",4,"ground_ball",0,0,2022,"-1.62","0.96","-0.35","2.84",,593160,,1,5,"Top",123.55,146.79,,,668939,,,9.410441034845235,-128.86613399617238,-3.040665824142799,-19.987841947336825,27.875711422776877,-21.05718864771084,"3.49","1.58",90,"90.4",5,"88.4",2038,"6.3",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.19",0.394,0.355,"0",1,0,0,4,37,1,"Sinker",1,3,3,1,3,1,3,1,"Infield shift","Standard",213,"0.022","-0.319"
"FF","2022-10-03","92.3","-2.82","5.83","Kremer, Dean",624415,665152,"strikeout","swinging_strike",,,,,12,"Cavan Biggio strikes out swinging.","R","L","R","BAL","TOR","S",2,,0,2,2022,"-0.87","1.26","0.27","4.39",,593160,,0,5,"Top",,,,,668939,,,9.72120097036266,-134.0307566876305,-0.5505484672673782,-12.6112718473913,29.439706106346822,-17.111367190119264,"3.38","1.58",,,,"91.9",2292,"6.2",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.33",,,"0",1,0,0,,36,3,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",217,"0.032","-0.282"
"SI","2022-10-03","90.5","-2.89","5.8","Kremer, Dean",624415,665152,,"foul",,,,,6,"Cavan Biggio strikes out swinging.","R","L","R","BAL","TOR","S",,,0,1,2022,"-1.06","1.4","0.41","2.63",,593160,,0,5,"Top",,,,,668939,,,10.474746559106901,-131.33901455782484,-4.919943516800405,-14.468898002069524,28.54634867097937,-15.087081717172449,"3.38","1.58",176,"64.5",43,"90.3",2052,"6.4",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.14",,,,,,,,36,2,"Sinker",1,3,3,1,3,1,3,1,"Standard","Standard",216,"0","-0.076"
"FC","2022-10-03","86.3","-2.74","6.11","Kremer, Dean",624415,665152,,"called_strike",,,,,4,"Cavan Biggio strikes out swinging.","R","L","R","BAL","TOR","S",,,0,0,2022,"0.21","0.88","-0.73","2.74",,593160,,0,5,"Top",,,,,668939,,,4.3506478394132575,-125.58787763570805,-3.5975794426122376,1.3899702283522593,25.160454731487615,-22.365402393719723,"3.47","1.72",,,,"86.2",2331,"6.2",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.31",,,,,,,,36,1,"Cutter",1,3,3,1,3,1,3,1,"Standard","Standard",181,"0","-0.055"
"FC","2022-10-03","84.8","-2.52","6.24","Kremer, Dean",593160,665152,"single","hit_into_play",,,,,5,"Whit Merrifield singles on a bunt ground ball to pitcher Dean Kremer.   Whit Merrifield to 2nd.  Whit Merrifield advances to 2nd, on a throwing error by pitcher Dean Kremer.","R","R","R","BAL","TOR","X",1,"ground_ball",1,1,2022,"0.6","0.36","0.24","2.39",,,,0,5,"Top",120.35,195.02,,,668939,,,5.222447618272613,-123.42479625806146,-3.4258405471173035,5.1585214922156295,23.49965654998775,-27.98461608720978,"3.27","1.53",14,"15",20,"84.5",2320,"6",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.51",0.22,0.215,"0.9",1,1,0,1,35,3,"Cutter",1,3,3,1,3,1,3,1,"Standard","Standard",162,"-0.047","0.112"
"FC","2022-10-03","84","-2.6","6.2","Kremer, Dean",593160,665152,,"swinging_strike",,,,,5,"Whit Merrifield singles on a bunt ground ball to pitcher Dean Kremer.   Whit Merrifield to 2nd.  Whit Merrifield advances to 2nd, on a throwing error by pitcher Dean Kremer.","R","R","R","BAL","TOR","S",,,1,0,2022,"0.53","0.75","-0.05","2.25",,,,0,5,"Top",,,,,668939,,,4.826234778761486,-122.34990935383509,-4.266203298705561,4.461512546039764,22.211330280372295,-23.967719386589927,"3.27","1.53",,,,"83.9",2266,"6",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.54",,,,,,,,35,2,"Cutter",1,3,3,1,3,1,3,1,"Standard","Standard",179,"0","-0.043"
"SI","2022-10-03","87.4","-2.82","5.83","Kremer, Dean",593160,665152,,"ball",,,,,14,"Whit Merrifield singles on a bunt ground ball to pitcher Dean Kremer.   Whit Merrifield to 2nd.  Whit Merrifield advances to 2nd, on a throwing error by pitcher Dean Kremer.","R","R","R","BAL","TOR","B",,,0,0,2022,"-1.27","0.85","1.03","1.5",,,,0,5,"Top",,,,,668939,,,11.842124817135684,-126.66259140926854,-6.044430305293668,-15.985318325724938,22.996780526699524,-21.92940592036457,"3.47","1.64",,,,"87.5",1850,"6.3",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.19",,,,,,,,35,1,"Sinker",1,3,3,1,3,1,3,1,"Standard","Standard",215,"0","0.033"
"FF","2022-10-03","90.2","-2.75","6.06","Kremer, Dean",593160,665152,"caught_stealing_2b","ball",,,,,11,"Raimel Tapia caught stealing 2nd base, catcher Adley Rutschman to second baseman Rougned Odor.","R","R","R","BAL","TOR","B",2,,0,0,2022,"-0.69","1.49","-0.96","3.49",,,606132,2,4,"Top",,,,,668939,,,5.895247226420331,-131.16960452028042,-3.533358998586235,-9.265175879443314,30.258987008587898,-14.501123459145997,"3.61","1.64",,,,"89.4",2133,"6.1",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.45",,,"0",0,0,0,,30,1,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",212,"0.019","-0.219"
"FF","2022-10-03","92.7","-2.73","5.86","Kremer, Dean",606132,665152,"single","hit_into_play",,,,,6,"Raimel Tapia singles on a line drive to left fielder Terrin Vavra.","R","L","R","BAL","TOR","X",7,"line_drive",2,1,2022,"-0.87","1.39","0.32","2.47",,,,2,4,"Top",72.96,109.91,,,668939,,,9.654981802715309,-134.4090329208808,-5.791586472381443,-12.831087455688007,33.00784016044242,-14.201393493866933,"3.42","1.62",207,"83.6",15,"91.7",2184,"6.2",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.3",0.917,0.877,"0.9",1,1,0,4,29,4,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",218,"-0.01","0.102"
"FF","2022-10-03","92.2","-2.71","5.9","Kremer, Dean",606132,665152,,"ball",,,,,11,"Raimel Tapia singles on a line drive to left fielder Terrin Vavra.","R","L","R","BAL","TOR","B",,,1,1,2022,"-0.89","1.32","-0.41","3.83",,,,2,4,"Top",,,,,668939,,,7.7278659399690035,-133.94312449111186,-2.2054270798416606,-12.463582119008167,32.91751102118838,-16.127372243691784,"3.5","1.72",,,,"91.1",2161,"6",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.46",,,,,,,,29,3,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",221,"0","0.021"
"CU","2022-10-03","76","-2.44","6.19","Kremer, Dean",606132,665152,,"swinging_strike",,,,,13,"Raimel Tapia singles on a line drive to left fielder Terrin Vavra.","R","L","R","BAL","TOR","S",,,1,0,2022,"1.04","-1.5","-0.2","1.03",,,,2,4,"Top",,,,,668939,,,2.815555227138984,-110.58279965694298,-0.8980542858974871,7.75277891982841,24.06684691649045,-44.32197231841754,"3.42","1.62",,,,"75",2463,"6.1",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.45",,,,,,,,29,2,"Curveball",1,3,3,1,3,1,3,1,"Standard","Standard",38,"0","-0.021"
"CU","2022-10-03","76.3","-2.35","6.29","Kremer, Dean",606132,665152,,"ball",,,,,14,"Raimel Tapia singles on a line drive to left fielder Terrin Vavra.","R","L","R","BAL","TOR","B",,,0,0,2022,"1.2","-1.31","0.42","1.31",,,,2,4,"Top",,,,,668939,,,3.637003313671877,-110.93820136791847,-0.9137710429489677,8.959720934227017,24.12180980911283,-42.881334484990354,"3.36","1.7",,,,"75.2",2712,"6",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.49",,,,,,,,29,1,"Curveball",1,3,3,1,3,1,3,1,"Standard","Standard",43,"0","0.015"
"CH","2022-10-03","82.1","-2.7","6.05","Kremer, Dean",656305,665152,"field_out","hit_into_play",,,,,8,"Matt Chapman pops out to shortstop Jorge Mateo.","R","R","R","BAL","TOR","X",6,"popup",1,1,2022,"-1.35","0.24","-0.27","1.89",,,,1,4,"Top",104.1,152.69,,,668939,,,8.05029033776643,-119.17728744789709,-3.160698926790012,-14.477532762585493,27.162996048318227,-29.475169931025512,"3.37","1.59",132,"91.9",65,"81.1",1554,"6.2",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.33",0.011,0.013,"0",1,0,0,3,28,3,"Changeup",1,3,3,1,3,1,3,1,"Standard","Standard",245,"0.012","-0.148"
"FF","2022-10-03","91.9","-2.64","6","Kremer, Dean",656305,665152,,"foul_tip",,,,,5,"Matt Chapman pops out to shortstop Jorge Mateo.","R","R","R","BAL","TOR","S",,,1,0,2022,"-0.45","1.46","-0.1","2.45",,,,1,4,"Top",,,,,668939,,,7.376944463712259,-133.4303995169973,-6.200229336108589,-7.147725097039136,33.14705214599625,-13.546768335830873,"3.37","1.59",,,,"90.9",2093,"6.2",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.34",,,,,,,,28,2,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",217,"0","-0.031"
"CU","2022-10-03","75","-2.25","6.36","Kremer, Dean",656305,665152,,"ball",,,,,14,"Matt Chapman pops out to shortstop Jorge Mateo.","R","R","R","BAL","TOR","B",,,0,0,2022,"1.22","-1.56","1.11","0.67",,,,1,4,"Top",,,,,668939,,,4.7565843232603155,-108.94605879994198,-1.6198412665865363,8.456584309998076,24.235582449334675,-44.27664950639432,"3.55","1.7",,,,"73.8",2521,"6.1",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.42",,,,,,,,28,1,"Curveball",1,3,3,1,3,1,3,1,"Standard","Standard",34,"0","0.023"
"FC","2022-10-03","85.3","-2.39","6.29","Kremer, Dean",606192,665152,"field_out","hit_into_play",,,,,1,"Teoscar Hernandez flies out to right fielder Kyle Stowers.","R","R","R","BAL","TOR","X",9,"fly_ball",0,0,2022,"0.42","0.89","-0.38","3.09",,,,0,4,"Top",174.69,107.64,,,668939,,,3.867447923767696,-124.29075243430303,-3.0363915880670134,3.5826238530839523,23.67220573699489,-22.536622871231586,"3.41","1.62",259,"77.6",40,"85.1",2359,"6",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.51",0.051,0.046,"0",1,0,0,3,27,1,"Cutter",1,3,3,1,3,1,3,1,"Standard","Standard",173,"0.017","-0.221"
"CH","2022-10-03","82.5","-2.85","5.97","Kremer, Dean",672386,665152,"field_out","hit_into_play",,,,,11,"Alejandro Kirk pops out to second baseman Rougned Odor.","R","R","R","BAL","TOR","X",4,"popup",2,2,2022,"-1.37","-0.07","-1.33","3.31",,,,2,3,"Top",129.7,151.63,,,668939,,,6.098329066090598,-119.9346433981612,0.649490076636182,-14.409201941072897,25.175422779578625,-33.19824424763929,"3.03","1.44",125,"62.5",62,"82",1399,"6.2",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.32",0.006,0.005,"0",1,0,0,3,20,5,"Changeup",0,3,3,0,3,0,3,0,"Standard","Standard",244,"0.007","-0.083"
"SI","2022-10-03","90.7","-2.82","5.81","Kremer, Dean",672386,665152,,"foul",,,,,4,"Alejandro Kirk pops out to second baseman Rougned Odor.","R","R","R","BAL","TOR","S",,,2,1,2022,"-1.38","1.3","-0.39","2.38",,,,2,3,"Top",,,,,668939,,,8.987786484055858,-131.63928828153198,-5.3293404741936685,-18.01888529105531,30.95056905017816,-16.12751490888504,"3.03","1.44",233,"77",39,"90.1",2167,"6.3",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.2",,,,,,,,20,4,"Sinker",0,3,3,0,3,0,3,0,"Standard","Standard",214,"0","-0.031"
"FF","2022-10-03","92.1","-2.78","5.93","Kremer, Dean",672386,665152,,"called_strike",,,,,9,"Alejandro Kirk pops out to second baseman Rougned Odor.","R","R","R","BAL","TOR","S",,,2,0,2022,"-0.59","1.57","0.8","1.81",,,,2,3,"Top",,,,,668939,,,10.308326750590835,-133.55978774230852,-7.922447016005279,-9.390396755826707,31.204889940899314,-11.755821269241807,"3.18","1.56",,,,"91.4",2255,"6.3",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.25",,,,,,,,20,3,"4-Seam Fastball",0,3,3,0,3,0,3,0,"Standard","Standard",211,"0","-0.023"
"FC","2022-10-03","86.2","-2.5","6.13","Kremer, Dean",672386,665152,,"ball",,,,,14,"Alejandro Kirk pops out to second baseman Rougned Odor.","R","R","R","BAL","TOR","B",,,1,0,2022,"0.26","0.7","0.41","1.47",,,,2,3,"Top",,,,,668939,,,6.363111407370726,-125.37368820566148,-6.264329476743149,1.5600476479542744,24.057032587819727,-23.75875165075259,"3.19","1.67",,,,"85.9",2467,"6",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.47",,,,,,,,20,2,"Cutter",0,3,3,0,3,0,3,0,"Standard","Standard",180,"0","0.023"
"FC","2022-10-03","86.9","-2.54","6.28","Kremer, Dean",672386,665152,,"ball",,,,,9,"Alejandro Kirk pops out to second baseman Rougned Odor.","R","R","R","BAL","TOR","B",,,0,0,2022,"0.37","1.27","0.54","1.6",,,,2,3,"Top",,,,,668939,,,6.571440674079704,-126.26370115292677,-7.554027015565291,2.547640388807761,26.25230974768431,-17.23891809145413,"3.24","1.52",,,,"86.4",2479,"6.1",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.4",,,,,,,,20,1,"Cutter",0,3,3,0,3,0,3,0,"Standard","Standard",198,"0","0.015"
"SI","2022-10-03","89.2","-2.78","5.79","Kremer, Dean",665489,665152,"home_run","hit_into_play",,,,,5,"Vladimir Guerrero Jr.  homers (32) on a fly ball to left center field.","R","R","R","BAL","TOR","X",,"fly_ball",1,0,2022,"-1.59","0.91","-0.13","2.37",,,,2,3,"Top",62.3,40.1,,,668939,,,9.859080756662932,-129.40007928981322,-4.213760723741974,-20.01513769685445,30.203307419247103,-21.192285039290287,"3.54","1.65",422,"107.8",30,"88.5",2130,"6.3",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.18",0.949,1.982,"2",1,0,3,6,19,2,"Sinker",0,2,2,0,3,0,3,0,"Standard","Standard",223,"-0.092","0.985"
"CH","2022-10-03","79.9","-2.65","5.96","Kremer, Dean",665489,665152,,"ball",,,,,14,"Vladimir Guerrero Jr.  homers (32) on a fly ball to left center field.","R","R","R","BAL","TOR","B",,,0,0,2022,"-1.1","0.92","0.91","1.43",,,,2,3,"Top",,,,,668939,,,9.880763688572252,-115.8695005168069,-4.8660360710754835,-11.855908153452154,23.99803946716742,-23.097583063688468,"3.82","1.78",,,,"79.3",1553,"6.3",663273,665152,668939,663624,596059,683002,622761,679631,656775,669065,"54.19",,,,,,,,19,1,"Changeup",0,2,2,0,2,0,2,0,"Standard","Standard",242,"0","0.015"
