"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FC","2022-08-20","90.8","-1.79","5.39","Wheeler, Zack",571980,554430,,"foul",,,,,14,"Tyler Naquin strikes out swinging.","R","L","R","PHI","NYM","S",,,2,2,2022,"0.31","0.32","0.61","1.17",,,,2,2,"Top",,,,,596117,,,5.412745775589994,-132.18560201408891,-5.50116099786748,2.68767446133669,24.671241039816955,-27.47087659764397,"3.38","1.59",2,,-33,"92.8",2629,"7.2",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.3",,,,,,,,12,6,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",195,"0","0"
"FF","2022-08-20","96.5","-1.54","5.63","Wheeler, Zack",571980,554430,,"ball",,,,,11,"Tyler Naquin strikes out swinging.","R","L","R","PHI","NYM","B",,,1,2,2022,"-0.55","1.31","-1.01","2.57",,,,2,2,"Top",,,,,596117,,,2.730821954390051,-140.47980892713622,-5.666916430704586,-7.959424746993231,32.81074224446436,-13.76081898806488,"3.27","1.51",,,,"98.3",2457,"7.3",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.15",,,,,,,,12,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",210,"0","0.014"
"SI","2022-08-20","96","-1.7","5.55","Wheeler, Zack",571980,554430,,"foul",,,,,11,"Tyler Naquin strikes out swinging.","R","L","R","PHI","NYM","S",,,1,2,2022,"-1.22","0.97","-0.93","2.84",,,,2,2,"Top",,,,,596117,,,4.878465540099359,-139.78314524737252,-3.8626718287892863,-17.03495492249133,30.541316851467798,-18.758527914368617,"3.38","1.59",109,"82.2",7,"97.8",2234,"7.2",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.32",,,,,,,,12,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",222,"0","0"
"FF","2022-08-20","96","-1.65","5.59","Wheeler, Zack",571980,554430,,"swinging_strike",,,,,13,"Tyler Naquin strikes out swinging.","R","L","R","PHI","NYM","S",,,1,1,2022,"-0.67","1.38","-1.05","2.22",,,,2,2,"Top",,,,,596117,,,3.157705625458628,-139.68549480854773,-6.566141050768385,-9.544847550645345,30.76476753658352,-12.867501664238057,"3.38","1.59",,,,"97.9",2533,"7.3",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.19",,,,,,,,12,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",217,"0","-0.023"
"FF","2022-08-20","96.3","-1.59","5.69","Wheeler, Zack",571980,554430,,"swinging_strike",,,,,7,"Tyler Naquin strikes out swinging.","R","L","R","PHI","NYM","S",,,1,0,2022,"-0.8","1.4","-0.73","1.87",,,,2,2,"Top",,,,,596117,,,4.1913072613043205,-140.10513448835962,-7.907245083887399,-11.427703061051167,29.910028516561237,-12.19043043908555,"3.38","1.59",,,,"98.3",2542,"7.3",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.2",,,,,,,,12,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",215,"0","-0.021"
"FF","2022-08-20","95.6","-1.67","5.7","Wheeler, Zack",571980,554430,,"ball",,,,,11,"Tyler Naquin strikes out swinging.","R","L","R","PHI","NYM","B",,,0,0,2022,"-0.76","1.43","-0.87","2.59",,,,2,2,"Top",,,,,596117,,,3.8818771910614345,-139.214830305935,-5.905998933827811,-10.762566662270522,30.342187081428165,-12.466546098335991,"3.32","1.53",,,,"97.3",2554,"7.1",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.37",,,,,,,,12,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",215,"0","0.015"
"FF","2022-08-20","95.8","-1.63","5.53","Wheeler, Zack",643446,554430,"field_out","hit_into_play",,,,,6,"Jeff McNeil lines out softly to second baseman Jean Segura.","R","L","R","PHI","NYM","X",4,"line_drive",2,2,2022,"-0.55","1.41","0.79","2.43",,,,1,2,"Top",129.76,136.17,,,596117,,,7.778287288031212,-139.3027073668216,-5.856413892180139,-8.889217073693674,31.400200051201434,-12.698961938970355,"3.45","1.65",163,"56.3",35,"97.5",2389,"7.3",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.19",0.371,0.334,"0",1,0,0,1,11,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",217,"0.017","-0.134"
"FC","2022-08-20","90","-1.75","5.39","Wheeler, Zack",643446,554430,,"ball",,,,,14,"Jeff McNeil lines out softly to second baseman Jean Segura.","R","L","R","PHI","NYM","B",,,1,2,2022,"0.34","0.29","1.16","0.4",,,,1,2,"Top",,,,,596117,,,6.604548209934035,-130.85188055857466,-7.187726177860489,2.736506392530086,24.307692251395213,-27.611598940517503,"3.36","1.65",,,,"91.8",2661,"7.2",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.33",,,,,,,,11,4,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",172,"0","0.023"
"FF","2022-08-20","95.8","-1.7","5.56","Wheeler, Zack",643446,554430,,"ball",,,,,11,"Jeff McNeil lines out softly to second baseman Jean Segura.","R","L","R","PHI","NYM","B",,,0,2,2022,"-0.75","1.43","-1.28","2.92",,,,1,2,"Top",,,,,596117,,,2.864398350250344,-139.54039076578957,-4.674306748804121,-10.41781959228515,30.824511021604007,-12.631677645867256,"3.51","1.63",,,,"97.6",2375,"7.2",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.31",,,,,,,,11,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",215,"0","0.011"
"CU","2022-08-20","80.9","-1.83","5.62","Wheeler, Zack",643446,554430,,"swinging_strike",,,,,14,"Jeff McNeil lines out softly to second baseman Jean Segura.","R","L","R","PHI","NYM","S",,,0,1,2022,"1.04","-1.1","0.9","0.86",,,,1,2,"Top",,,,,596117,,,4.170323790172735,-117.85605235470379,-1.8781826673678754,8.87923320061891,22.838923846594838,-42.2508643094412,"3.45","1.65",,,,"82",2778,"7",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.47",,,,,,,,11,2,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",50,"0","-0.031"
"FF","2022-08-20","96.2","-1.73","5.59","Wheeler, Zack",643446,554430,,"foul",,,,,6,"Jeff McNeil lines out softly to second baseman Jean Segura.","R","L","R","PHI","NYM","S",,,0,0,2022,"-0.68","1.5","0.81","2.33",,,,1,2,"Top",,,,,596117,,,8.443410054558539,-139.77896326778986,-6.534156094392058,-10.809103160852034,32.07084868841071,-11.21658539544197,"3.45","1.65",140,"56.2",45,"97.8",2540,"7.3",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.18",,,,,,,,11,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",216,"0","-0.024"
"FC","2022-08-20","91.8","-1.82","5.53","Wheeler, Zack",596129,554430,"strikeout","swinging_strike",,,,,1,"Daniel Vogelbach strikes out swinging.","R","L","R","PHI","NYM","S",2,,3,2,2022,"-0.17","0.52","-0.54","2.92",,,,0,2,"Top",,,,,596117,,,3.690584544891158,-133.7468553661669,-1.9923168621318095,-2.8216751349436167,26.2623822416912,-25.634561644725785,"3.29","1.49",,,,"93.6",2540,"7.1",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.4",,,"0",1,0,0,,10,6,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",195,"0.023","-0.299"
"FC","2022-08-20","92.7","-2.02","5.53","Wheeler, Zack",596129,554430,,"called_strike",,,,,3,"Daniel Vogelbach strikes out swinging.","R","L","R","PHI","NYM","S",,,3,1,2022,"-0.24","0.55","0.34","3.13",,,,0,2,"Top",,,,,596117,,,6.632525213127438,-134.91470843917543,-1.5876409642663303,-4.255541055478677,27.22230339664579,-25.29106785685031,"3.11","1.48",,,,"94.2",2560,"7",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.52",,,,,,,,10,5,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",188,"0","-0.076"
"FF","2022-08-20","96.1","-1.64","5.62","Wheeler, Zack",596129,554430,,"ball",,,,,14,"Daniel Vogelbach strikes out swinging.","R","L","R","PHI","NYM","B",,,2,1,2022,"-0.99","1.49","1.09","2.04",,,,0,2,"Top",,,,,596117,,,9.605568217468802,-139.45464659761814,-7.281863570711103,-15.251844206152684,34.296730239212444,-11.157625245581567,"3","1.46",,,,"96.8",2508,"7",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.47",,,,,,,,10,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",217,"0","0.114"
"FC","2022-08-20","91","-1.67","5.6","Wheeler, Zack",596129,554430,,"ball",,,,,8,"Daniel Vogelbach strikes out swinging.","R","L","R","PHI","NYM","B",,,1,1,2022,"0.1","0.57","0.05","1.47",,,,0,2,"Top",,,,,596117,,,4.169502500206925,-132.5741676374014,-5.8107747938581875,0.3391920133331866,25.848152985713327,-24.41355335005811,"3.21","1.5",,,,"92.6",2527,"7",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.52",,,,,,,,10,3,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",210,"0","0.049"
"FC","2022-08-20","91.2","-1.73","5.61","Wheeler, Zack",596129,554430,,"ball",,,,,14,"Daniel Vogelbach strikes out swinging.","R","L","R","PHI","NYM","B",,,0,1,2022,"-0.03","0.45","1.78","1.88",,,,0,2,"Top",,,,,596117,,,9.026615105958774,-132.50454444332863,-4.4976349277529994,-2.2315101476780415,27.60780425037735,-26.138859535200623,"3.04","1.61",,,,"92.5",2441,"7.1",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.38",,,,,,,,10,2,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",203,"0","0.025"
"FF","2022-08-20","95.8","-1.84","5.73","Wheeler, Zack",596129,554430,,"called_strike",,,,,8,"Daniel Vogelbach strikes out swinging.","R","L","R","PHI","NYM","S",,,0,0,2022,"-1.02","1.4","-0.15","1.74",,,,0,2,"Top",,,,,596117,,,6.8674404137144816,-139.05760943643196,-8.127200997216152,-14.83272740324325,34.36109936244983,-12.299879402196044,"3.09","1.59",,,,"96.6",2420,"7.1",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.36",,,,,,,,10,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",219,"0","-0.034"
"FC","2022-08-20","89.1","-1.69","5.33","Wheeler, Zack",624413,554430,"field_out","hit_into_play",,,,,14,"Pete Alonso grounds out to pitcher Zack Wheeler.","R","R","R","PHI","NYM","X",1,"ground_ball",1,1,2022,"0.61","0.4","0.89","1.95",,,607043,2,1,"Top",130.88,176.04,,,596117,,,5.1510637165504045,-129.78125664576592,-3.190763872365945,5.840501558536316,26.053039886756892,-27.25009085469214,"3.38","1.64",6,"73.9",-20,"90.6",2648,"7.1",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.44",0.054,0.06,"0",1,0,0,2,4,3,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",143,"0.022","-0.209"
"SI","2022-08-20","94.8","-1.73","5.41","Wheeler, Zack",624413,554430,,"ball",,,,,13,"Pete Alonso grounds out to pitcher Zack Wheeler.","R","R","R","PHI","NYM","B",,,0,1,2022,"-1.31","0.76","-1.81","2.21",,,607043,2,1,"Top",,,,,596117,,,2.789694448610693,-137.96023344596057,-4.43590381641524,-17.330337893567766,32.21023985263928,-21.689885133597098,"3.38","1.69",,,,"96.1",2226,"7.2",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.35",,,,,,,,4,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",214,"0","0.026"
"FC","2022-08-20","89.2","-1.75","5.42","Wheeler, Zack",624413,554430,,"called_strike",,,,,9,"Pete Alonso grounds out to pitcher Zack Wheeler.","R","R","R","PHI","NYM","S",,,0,0,2022,"0.76","0.19","0.77","1.73",,,607043,2,1,"Top",,,,,596117,,,4.649020354288526,-129.77257058071356,-3.462633391859262,7.597397312801814,27.82592307100477,-29.49551196636954,"3.38","1.61",,,,"90.2",2560,"6.9",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.56",,,,,,,,4,1,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",147,"0","-0.035"
"FF","2022-08-20","96.5","-1.8","5.46","Wheeler, Zack",596019,554430,"field_out","hit_into_play",,,,,4,"Francisco Lindor flies out to left fielder Matt Vierling.","R","L","R","PHI","NYM","X",7,"fly_ball",0,2,2022,"-0.9","1.25","-0.58","2.45",,,607043,1,1,"Top",47.64,86.96,,,596117,,,5.379593643680608,-140.34215609207723,-5.322813516838563,-13.097659788756792,33.99844459206572,-14.685277760430129,"3.2","1.47",337,"96.3",32,"97.7",2527,"7.2",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.33",0.189,0.349,"0",1,0,0,5,3,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",219,"0.028","-0.184"
"FF","2022-08-20","96.1","-1.61","5.63","Wheeler, Zack",596019,554430,,"foul",,,,,4,"Francisco Lindor flies out to left fielder Matt Vierling.","R","L","R","PHI","NYM","S",,,0,1,2022,"-0.6","1.5","-0.82","2.09",,,607043,1,1,"Top",,,,,596117,,,3.49852924318931,-139.80194815657202,-7.263232171815391,-8.682034221367983,32.46582113929205,-11.095377644913027,"3.2","1.47",216,"82.5",57,"97.4",2548,"7.1",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.4",,,,,,,,3,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",219,"0","-0.068"
"FC","2022-08-20","90.1","-1.7","5.41","Wheeler, Zack",596019,554430,,"called_strike",,,,,9,"Francisco Lindor flies out to left fielder Matt Vierling.","R","L","R","PHI","NYM","S",,,0,0,2022,"0.45","0.45","0.58","1.69",,,607043,1,1,"Top",,,,,596117,,,4.791913595083173,-131.15147784260262,-4.319125470776049,4.222796839848466,26.399789371318132,-26.316845713423696,"3.21","1.55",,,,"91.4",2594,"7",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.52",,,,,,,,3,1,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",180,"0","-0.048"
"CU","2022-08-20","82.6","-1.8","5.46","Wheeler, Zack",516782,554430,"strikeout","swinging_strike",,,,,14,"Starling Marte strikes out swinging.","R","R","R","PHI","NYM","S",2,,2,2,2022,"0.84","-0.78","1.26","0.97",,,607043,0,1,"Top",,,,,596117,,,5.395658805118524,-120.20421553846282,-2.1887994948163056,7.0608267010877315,23.586658470245112,-39.54576450628963,"3.48","1.6",,,,"83.4",2706,"6.9",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.63",,,"0",1,0,0,,2,6,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",48,"0.033","-0.336"
"SI","2022-08-20","96.3","-1.7","5.4","Wheeler, Zack",516782,554430,,"foul",,,,,14,"Starling Marte strikes out swinging.","R","R","R","PHI","NYM","S",,,2,2,2022,"-1.17","0.88","0.03","1.19",,,607043,0,1,"Top",,,,,596117,,,7.38269438614542,-140.01122304229133,-7.726820669754145,-17.060567348506034,29.651797722706675,-19.105123151130556,"3.48","1.6",1,"56.6",-40,"98",2226,"7.2",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.34",,,,,,,,2,5,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",221,"0","0"
"CU","2022-08-20","82.3","-1.71","5.43","Wheeler, Zack",516782,554430,,"blocked_ball",,,,,14,"Starling Marte strikes out swinging.","R","R","R","PHI","NYM","B",,,1,2,2022,"0.79","-0.88","2.26","-0.14",,,607043,0,1,"Top",,,,,596117,,,7.589488338918282,-119.61118793950585,-4.371472283941667,5.867128237232974,25.84054239411314,-39.78558443741445,"3.55","1.71",,,,"83.1",2730,"7.1",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.36",,,,,,,,2,4,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",55,"0","0.084"
"FC","2022-08-20","89.1","-1.8","5.41","Wheeler, Zack",516782,554430,,"foul",,,,,8,"Starling Marte strikes out swinging.","R","R","R","PHI","NYM","S",,,1,1,2022,"0.46","0.58","0.01","1.97",,,607043,0,1,"Top",,,,,596117,,,3.5116063157677333,-129.84818300875813,-3.7468593242840638,4.596636973842777,24.584713653518957,-25.031953316109632,"3.48","1.6",101,"79.8",75,"90.7",2423,"7",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.51",,,,,,,,2,3,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",198,"0","-0.088"
"FF","2022-08-20","95.9","-1.66","5.53","Wheeler, Zack",516782,554430,,"ball",,,,,12,"Starling Marte strikes out swinging.","R","R","R","PHI","NYM","B",,,0,1,2022,"-0.59","1.33","0.88","2.66",,,607043,0,1,"Top",,,,,596117,,,8.179667503009615,-139.38869829518939,-5.078563739594543,-9.452170604915379,30.10923079038645,-13.874124744878365,"3.59","1.73",,,,"97.5",2431,"7.2",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.31",,,,,,,,2,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",219,"0","0.051"
"FF","2022-08-20","95.9","-1.56","5.55","Wheeler, Zack",516782,554430,,"foul",,,,,5,"Starling Marte strikes out swinging.","R","R","R","PHI","NYM","S",,,0,0,2022,"-0.63","1.52","-0.18","2.3",,,607043,0,1,"Top",,,,,596117,,,5.158123708631191,-139.47238712759474,-6.499493905052341,-9.372212776706993,32.40589069413946,-11.111573084741751,"3.48","1.6",136,"84",72,"97.4",2430,"7.3",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.24",,,,,,,,2,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",216,"0","-0.066"
"FF","2022-08-20","95.6","-1.53","5.7","Wheeler, Zack",607043,554430,"walk","ball",,,,,1,"Brandon Nimmo walks.","R","L","R","PHI","NYM","B",,,3,1,2022,"-0.39","1.67","-0.75","3.22",,,,0,1,"Top",,,,,596117,,,2.9850331212866013,-139.2015383572944,-4.795178935179964,-5.750664315641592,30.504193929355477,-9.541689907408507,"3.34","1.59",,,,"97.5",2421,"7.3",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.21",,,"0.7",1,0,0,,1,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",216,"-0.036","0.245"
"FF","2022-08-20","95.3","-1.65","5.63","Wheeler, Zack",607043,554430,,"called_strike",,,,,7,"Brandon Nimmo walks.","R","L","R","PHI","NYM","S",,,3,0,2022,"-0.7","1.38","-0.41","1.75",,,,0,1,"Top",,,,,596117,,,4.92824031445962,-138.56431142994575,-7.78894706839923,-10.059863755049808,30.56449427000555,-12.829968354329264,"3.38","1.55",,,,"97",2301,"7.3",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.24",,,,,,,,1,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",216,"0","-0.076"
"FF","2022-08-20","96.9","-1.6","5.55","Wheeler, Zack",607043,554430,,"ball",,,,,14,"Brandon Nimmo walks.","R","L","R","PHI","NYM","B",,,2,0,2022,"-0.66","1.46","1.24","1.87",,,,0,1,"Top",,,,,596117,,,9.241088603312999,-140.69302597359416,-7.711333861784803,-10.797945424451871,30.913406489803986,-11.191612177770839,"3.42","1.65",,,,"98.3",2427,"7.1",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.36",,,,,,,,1,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",218,"0","0.134"
"FC","2022-08-20","92.9","-1.77","5.6","Wheeler, Zack",607043,554430,,"ball",,,,,12,"Brandon Nimmo walks.","R","L","R","PHI","NYM","B",,,1,0,2022,"0.13","0.74","0.97","2.72",,,,0,1,"Top",,,,,596117,,,6.858498231325668,-135.24789367823203,-3.287878359668377,0.18986682626395154,27.233547890097398,-22.608960075852526,"3.4","1.69",,,,"94.7",2456,"7.2",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.34",,,,,,,,1,2,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",209,"0","0.063"
"FF","2022-08-20","95.7","-1.89","5.63","Wheeler, Zack",607043,554430,,"ball",,,,,13,"Brandon Nimmo walks.","R","L","R","PHI","NYM","B",,,0,0,2022,"-0.83","1.26","-0.96","1.76",,,,0,1,"Top",,,,,596117,,,4.395946245974068,-139.1238414144589,-7.555086033472718,-11.746773761817115,30.422955051715718,-14.300682086805347,"3.43","1.71",,,,"97.1",2255,"7.1",661628,554430,596117,656555,516416,664761,681082,663837,605548,592206,"53.42",,,,,,,,1,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",220,"0","0.033"
"FC","2022-08-14","89.3","-1.62","5.09","Wheeler, Zack",543510,554430,"strikeout","swinging_strike",,,,,8,"James McCann strikes out swinging.","R","R","R","NYM","PHI","S",2,,1,2,2022,"0.35","0.44","-0.1","1.41",,,592192,2,6,"Bot",,,,,592663,,,3.063728299849224,-130.08192796429051,-4.123412268584778,3.4419454815168655,23.96098486181911,-26.55721833976377,"3.2","1.4",,,,"91.6",2505,"7.3",662427,554430,592663,656555,516416,664761,681082,663837,669016,592206,"53.18",,,"0",1,0,0,,52,4,"Cutter",6,0,6,0,0,6,6,0,"Standard","Standard",187,"-0.001","-0.158"
"FC","2022-08-14","89.4","-1.65","5.12","Wheeler, Zack",543510,554430,,"ball",,,,,14,"James McCann strikes out swinging.","R","R","R","NYM","PHI","B",,,0,2,2022,"0.54","0.45","1.94","1.33",,,592192,2,6,"Bot",,,,,592663,,,7.834327736348931,-130.0597673542761,-4.431071764269544,4.841088833170551,23.37549776491784,-26.413383751952665,"3.15","1.4",,,,"91.7",2491,"7.4",662427,554430,592663,656555,516416,664761,681082,663837,669016,592206,"53.13",,,,,,,,52,3,"Cutter",6,0,6,0,0,6,6,0,"Standard","Standard",166,"0","0.023"
"FF","2022-08-14","96.2","-1.53","5.25","Wheeler, Zack",543510,554430,,"foul",,,,,5,"James McCann strikes out swinging.","R","R","R","NYM","PHI","S",,,0,1,2022,"-0.79","1.23","-0.13","2.41",,,592192,2,6,"Bot",,,,,592663,,,5.598026976454924,-140.03794134628086,-4.82997106671122,-11.660403705383695,31.085006120989885,-15.075206706528027,"3.2","1.4",277,"88.1",37,"98.1",2517,"7.3",662427,554430,592663,656555,516416,664761,681082,663837,669016,592206,"53.2",,,,,,,,52,2,"4-Seam Fastball",6,0,6,0,0,6,6,0,"Standard","Standard",224,"0","-0.048"
"FF","2022-08-14","96","-1.46","5.34","Wheeler, Zack",543510,554430,,"called_strike",,,,,4,"James McCann strikes out swinging.","R","R","R","NYM","PHI","S",,,0,0,2022,"-0.53","1.21","-0.3","2.34",,,592192,2,6,"Bot",,,,,592663,,,4.3567591765750935,-139.75815615183032,-5.225883556007971,-7.947125206273783,28.495693908696918,-15.25564686199406,"3.24","1.4",,,,"98.2",2523,"7.3",662427,554430,592663,656555,516416,664761,681082,663837,669016,592206,"53.22",,,,,,,,52,1,"4-Seam Fastball",6,0,6,0,0,6,6,0,"Standard","Standard",219,"0","-0.035"
"CH","2022-08-14","89.5","-1.65","5.22","Wheeler, Zack",643446,554430,"field_out","hit_into_play",,,,,13,"Jeff McNeil lines out to center fielder Brandon Marsh.","R","L","R","NYM","PHI","X",8,"line_drive",1,1,2022,"-1.19","0.73","-0.4","1.42",,,592192,1,6,"Bot",97.61,72.99,,,592663,,,5.694091978570906,-130.23605032539066,-4.975608908937677,-14.776401390896327,27.575155782011436,-22.974525842862242,"3.46","1.68",321,"98.6",16,"91",1594,"7.2",662427,554430,592663,656555,516416,664761,681082,663837,669016,592206,"53.27",0.586,0.578,"0",1,0,0,4,51,3,"Changeup",6,0,6,0,0,6,6,0,"Standard","Standard",233,"-0.001","-0.284"
"FF","2022-08-14","95.3","-1.42","5.36","Wheeler, Zack",643446,554430,,"foul",,,,,12,"Jeff McNeil lines out to center fielder Brandon Marsh.","R","L","R","NYM","PHI","S",,,1,0,2022,"-0.25","1.2","0.94","3.33",,,592192,1,6,"Bot",,,,,592663,,,6.888729345315474,-138.85476962230868,-2.5493537341036374,-4.500046173403982,25.387021899638693,-16.11973299961699,"3.46","1.68",5,"67.9",-30,"97.7",2461,"7.2",662427,554430,592663,656555,516416,664761,681082,663837,669016,592206,"53.32",,,,,,,,51,2,"4-Seam Fastball",6,0,6,0,0,6,6,0,"Standard","Standard",201,"0","-0.058"
"SI","2022-08-14","95.6","-1.65","5.22","Wheeler, Zack",643446,554430,,"ball",,,,,13,"Jeff McNeil lines out to center fielder Brandon Marsh.","R","L","R","NYM","PHI","B",,,0,0,2022,"-1.32","0.94","-1.6","2.04",,,592192,1,6,"Bot",,,,,592663,,,3.159517495894858,-139.2419508183868,-5.022998157800208,-17.866158554407598,29.35024448163485,-19.005543699063164,"3.49","1.68",,,,"97.8",2266,"7.4",662427,554430,592663,656555,516416,664761,681082,663837,669016,592206,"53.14",,,,,,,,51,1,"Sinker",6,0,6,0,0,6,6,0,"Standard","Standard",216,"0","0.042"
"FF","2022-08-14","95.6","-1.59","5.38","Wheeler, Zack",500871,554430,"strikeout","swinging_strike",,,,,12,"Eduardo Escobar strikes out swinging.","R","L","R","NYM","PHI","S",2,,0,2,2022,"-0.61","1.3","0.15","3.65",,,592192,0,6,"Bot",,,,,592663,,,6.047254145769036,-139.22971716859607,-1.9397298211629745,-9.190702617250947,29.06078053376824,-14.952143988705693,"3.04","1.45",,,,"97.6",2438,"7.2",662427,554430,592663,656555,516416,664761,681082,663837,669016,592206,"53.3",,,"0",1,0,0,,50,3,"4-Seam Fastball",6,0,6,0,0,6,6,0,"Standard","Standard",209,"-0.002","-0.209"
"CU","2022-08-14","80.8","-1.73","5.37","Wheeler, Zack",500871,554430,,"called_strike",,,,,5,"Eduardo Escobar strikes out swinging.","R","L","R","NYM","PHI","S",,,0,1,2022,"0.74","-0.99","-0.04","2.27",,,592192,0,6,"Bot",,,,,592663,,,2.399262190038702,-117.72319250210909,1.6469368529849597,6.463623230675508,21.868744813563552,-41.884474640590405,"3.05","1.45",,,,"82.2",2602,"7.1",662427,554430,592663,656555,516416,664761,681082,663837,669016,592206,"53.41",,,,,,,,50,2,"Curveball",6,0,6,0,0,6,6,0,"Standard","Standard",66,"0","-0.08"
