"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SI","2022-10-01","92.2","2.02","6.31","Smyly, Drew",668715,592767,,"foul",,,,,6,"Spencer Steer doubles (4) on a sharp line drive to left fielder Ian Happ.","R","R","L","CHC","CIN","S",,,1,1,2022,"0.65","1.29","0.59","2.5",,,,2,3,"Top",,,,,575929,,,-5.008650620152384,-134.1489095886524,-6.632655226204237,8.945966270143225,27.177372090725022,-15.326992500730501,"3.46","1.64",208,"74.3",25,"91.7",2499,"5.9",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.62",,,,,,,,22,3,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",178,"0","-0.023"
"KC","2022-10-01","79.2","2.28","6.36","Smyly, Drew",668715,592767,,"foul",,,,,5,"Spencer Steer doubles (4) on a sharp line drive to left fielder Ian Happ.","R","R","L","CHC","CIN","S",,,1,0,2022,"-0.04","0","0.26","2.27",,,,2,3,"Top",,,,,575929,,,-4.273561919995713,-115.25310957947875,-2.1318177788612895,0.4149515507110643,21.467184487465694,-31.990058204048108,"3.46","1.64",162,"63.8",50,"78.3",1504,"5.6",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.86",,,,,,,,22,2,"Knuckle Curve",1,0,0,1,0,1,0,1,"Standard","Standard",355,"0","-0.021"
"SI","2022-10-01","92.1","2.04","6.42","Smyly, Drew",668715,592767,,"ball",,,,,12,"Spencer Steer doubles (4) on a sharp line drive to left fielder Ian Happ.","R","R","L","CHC","CIN","B",,,0,0,2022,"0.51","1.65","0.34","4.51",,,,2,3,"Top",,,,,575929,,,-5.36605718976842,-133.91267383054233,-2.495626625951986,7.38789576683839,33.02388273663612,-12.140485050299585,"3.37","1.64",,,,"90.6",2251,"5.8",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.73",,,,,,,,22,1,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",137,"0","0.015"
"SI","2022-10-01","91.9","2.1","6.42","Smyly, Drew",663697,592767,"field_out","hit_into_play",,,,,5,"Jonathan India grounds out, third baseman Patrick Wisdom to first baseman David Bote.","R","R","L","CHC","CIN","X",5,"ground_ball",2,2,2022,"0.64","1.27","0.04","2.64",,,,1,3,"Top",104.48,167.85,,,575929,,,-6.557991232853181,-133.569588101788,-6.4023733845088735,9.135001525097062,30.280952799158957,-15.731883875411642,"3.36","1.52",33,"100.1",-3,"91",2244,"5.9",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.58",0.34,0.323,"0",1,0,0,2,21,5,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",145,"0.018","-0.134"
"KC","2022-10-01","80.8","2.24","6.36","Smyly, Drew",663697,592767,,"ball",,,,,13,"Jonathan India grounds out, third baseman Patrick Wisdom to first baseman David Bote.","R","R","L","CHC","CIN","B",,,1,2,2022,"0.07","0.19","-0.7","0.01",,,,1,3,"Top",,,,,575929,,,-6.598966103353472,-117.36682934019328,-7.77783812567392,1.8694620823752917,21.667286517776038,-29.100473311750623,"3.06","1.48",,,,"80",2269,"5.8",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.72",,,,,,,,21,4,"Knuckle Curve",1,0,0,1,0,1,0,1,"Standard","Standard",66,"0","0.023"
"KC","2022-10-01","77","2.25","6.44","Smyly, Drew",663697,592767,,"called_strike",,,,,3,"Jonathan India grounds out, third baseman Patrick Wisdom to first baseman David Bote.","R","R","L","CHC","CIN","S",,,1,1,2022,"0.09","-0.07","0.51","3.08",,,,1,3,"Top",,,,,575929,,,-3.7914023354612008,-112.1821850788645,-0.08887024994580917,1.3665791284707285,19.07225747651685,-32.944945671982396,"3.14","1.52",,,,"76.2",2116,"5.5",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.96",,,,,,,,21,3,"Knuckle Curve",1,0,0,1,0,1,0,1,"Standard","Standard",5,"0","-0.036"
"KC","2022-10-01","79","2.21","6.36","Smyly, Drew",663697,592767,,"called_strike",,,,,5,"Jonathan India grounds out, third baseman Patrick Wisdom to first baseman David Bote.","R","R","L","CHC","CIN","S",,,1,0,2022,"0.15","0.14","-0.12","2.29",,,,1,3,"Top",,,,,575929,,,-5.284281867880936,-115.03716951988667,-2.3715179540032567,2.2409429782947927,19.59919502155965,-30.707004557956513,"3.06","1.43",,,,"78.4",2203,"5.7",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.84",,,,,,,,21,2,"Knuckle Curve",1,0,0,1,0,1,0,1,"Standard","Standard",67,"0","-0.031"
"KC","2022-10-01","78","2.23","6.41","Smyly, Drew",663697,592767,,"ball",,,,,14,"Jonathan India grounds out, third baseman Patrick Wisdom to first baseman David Bote.","R","R","L","CHC","CIN","B",,,0,0,2022,"0.08","-0.12","1.09","2.2",,,,1,3,"Top",,,,,575929,,,-2.578258925907462,-113.69455195414898,-1.9826051831873537,1.1975773300824646,20.43163268207498,-33.03392093926127,"3.12","1.52",,,,"77.5",1619,"5.8",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.7",,,,,,,,21,1,"Knuckle Curve",1,0,0,1,0,1,0,1,"Standard","Standard",81,"0","0.023"
"SI","2022-10-01","91.8","2","6.41","Smyly, Drew",519222,592767,"field_out","hit_into_play",,,,,12,"Austin Romine lines out sharply to left fielder Ian Happ.","R","R","L","CHC","CIN","X",7,"line_drive",2,2,2022,"0.65","1.29","0.49","3.77",,,,0,3,"Top",71.84,81.53,,,575929,,,-5.167989604043709,-133.63811173612524,-3.6024239989384244,8.918976460277884,29.107287508027103,-16.149101437376974,"3.39","1.56",320,"103.3",17,"91",2203,"5.8",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.7",0.48,0.552,"0",1,0,0,5,20,8,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",145,"0.026","-0.195"
"KC","2022-10-01","79.3","2.23","6.45","Smyly, Drew",519222,592767,,"ball",,,,,12,"Austin Romine lines out sharply to left fielder Ian Happ.","R","R","L","CHC","CIN","B",,,1,2,2022,"0.07","0.03","1.47","2.58",,,,0,3,"Top",,,,,575929,,,-1.786193573524882,-115.5213729698663,-1.7609457075363637,0.976562000138514,21.22754785950489,-31.777194195071907,"3.26","1.56",,,,"78.6",2279,"5.7",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.83",,,,,,,,20,7,"Knuckle Curve",1,0,0,1,0,1,0,1,"Standard","Standard",57,"0","0.037"
"SI","2022-10-01","91","2.02","6.42","Smyly, Drew",519222,592767,,"foul",,,,,5,"Austin Romine lines out sharply to left fielder Ian Happ.","R","R","L","CHC","CIN","S",,,1,2,2022,"0.35","1.3","0.01","2.4",,,,0,3,"Top",,,,,575929,,,-5.743649553464908,-132.3643504770389,-6.9805975864643335,5.27111908109806,24.530772096260925,-15.544191148656713,"3.39","1.56",154,"64.8",61,"90.7",2119,"5.8",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.69",,,,,,,,20,6,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",140,"0","0"
"SI","2022-10-01","91.5","2.01","6.45","Smyly, Drew",519222,592767,,"foul",,,,,6,"Austin Romine lines out sharply to left fielder Ian Happ.","R","R","L","CHC","CIN","S",,,1,2,2022,"0.6","1.34","0.54","2.27",,,,0,3,"Top",,,,,575929,,,-4.949779833715819,-132.98671537094006,-7.491487417194165,8.146677516593074,27.88981497188209,-14.853528676077817,"3.39","1.56",202,"76.1",58,"90.7",2235,"5.8",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.66",,,,,,,,20,5,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",142,"0","0"
"SI","2022-10-01","92.5","2.13","6.41","Smyly, Drew",519222,592767,,"foul",,,,,4,"Austin Romine lines out sharply to left fielder Ian Happ.","R","R","L","CHC","CIN","S",,,1,2,2022,"0.69","1.26","-0.67","2.25",,,,0,3,"Top",,,,,575929,,,-8.560987167752032,-134.24327460313313,-7.397352029448912,10.28267974378662,32.182329365056,-15.422638280991109,"3.39","1.56",154,"70.4",17,"91.2",2271,"5.9",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.6",,,,,,,,20,4,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",146,"0","0"
"KC","2022-10-01","76.7","2.17","6.45","Smyly, Drew",519222,592767,,"swinging_strike",,,,,2,"Austin Romine lines out sharply to left fielder Ian Happ.","R","R","L","CHC","CIN","S",,,1,1,2022,"0.1","-0.08","-0.19","2.86",,,,0,3,"Top",,,,,575929,,,-5.110475704525025,-111.69659544683269,-0.5068486438422465,1.6982703021170222,18.238756926577132,-32.9677880415246,"3.39","1.56",,,,"76.1",2160,"5.6",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.9",,,,,,,,20,3,"Knuckle Curve",1,0,0,1,0,1,0,1,"Standard","Standard",47,"0","-0.054"
"SI","2022-10-01","90.5","1.93","6.36","Smyly, Drew",519222,592767,,"foul",,,,,3,"Austin Romine lines out sharply to left fielder Ian Happ.","R","R","L","CHC","CIN","S",,,1,0,2022,"0.75","1.08","0.5","2.9",,,,0,3,"Top",,,,,575929,,,-5.131293605521642,-131.75255924826905,-5.0216519088142535,9.771350960909084,26.51502709690442,-18.694617435642915,"3.39","1.56",,,,"90",2075,"5.8",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.65",,,,,,,,20,2,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",145,"0","-0.043"
"SI","2022-10-01","90","1.92","6.47","Smyly, Drew",519222,592767,,"ball",,,,,12,"Austin Romine lines out sharply to left fielder Ian Happ.","R","R","L","CHC","CIN","B",,,0,0,2022,"0.84","1.45","1.23","2.7",,,,0,3,"Top",,,,,575929,,,-3.4469663746039796,-130.95642870332776,-6.41390744158939,10.396789793133102,27.788872935854297,-14.305870850509345,"3.15","1.56",,,,"89.4",2139,"5.9",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.6",,,,,,,,20,1,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",156,"0","0.033"
"SI","2022-10-01","92.9","1.84","6.43","Smyly, Drew",676480,592767,"strikeout","foul_tip",,,,,11,"Jose Barrero strikes out on a foul tip.","R","R","L","CHC","CIN","S",2,,3,2,2022,"0.93","1.35","-0.2","3.6",,606157,,2,2,"Top",,,,,575929,,,-7.202784319214011,-135.11048219304305,-4.386465957629146,12.965567493426459,30.30571513408964,-14.869666911753342,"3.42","1.67",,,,"92.2",2192,"6",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.55",,,"0",1,0,0,,12,7,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",143,"0.034","-0.309"
"KC","2022-10-01","80.2","2.14","6.34","Smyly, Drew",676480,592767,,"foul",,,,,6,"Jose Barrero strikes out on a foul tip.","R","R","L","CHC","CIN","S",,,3,2,2022,"0.07","0.36","0.52","2.53",,606157,,2,2,"Top",,,,,575929,,,-3.6709975038489144,-116.70399954770218,-2.314751257261072,1.3905743958527204,23.95895220066051,-28.69470788735176,"3.42","1.67",205,"65",40,"78.9",2233,"5.6",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.92",,,,,,,,12,6,"Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard",78,"0","0"
"SI","2022-10-01","93","1.92","6.48","Smyly, Drew",676480,592767,,"called_strike",,,,,2,"Jose Barrero strikes out on a foul tip.","R","R","L","CHC","CIN","S",,,3,1,2022,"0.36","1.52","0","3.48",,606157,,2,2,"Top",,,,,575929,,,-5.6786469798960475,-135.20795849617312,-5.138196356465577,5.753297564229673,32.238071580150965,-12.700257564347856,"3.42","1.67",,,,"92",2195,"5.9",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.55",,,,,,,,12,5,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",148,"0","-0.063"
"SI","2022-10-01","92.6","1.99","6.38","Smyly, Drew",676480,592767,,"ball",,,,,12,"Jose Barrero strikes out on a foul tip.","R","R","L","CHC","CIN","B",,,2,1,2022,"0.42","1.14","0.83","3.55",,606157,,2,2,"Top",,,,,575929,,,-3.8150842177489297,-134.768767946022,-3.8546406510925224,5.943827324852142,30.094063200943914,-17.683101111520404,"3.44","1.67",,,,"91.5",2090,"5.7",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.82",,,,,,,,12,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",140,"0","0.04"
"KC","2022-10-01","78.7","2.09","6.34","Smyly, Drew",676480,592767,,"blocked_ball",,,,,13,"Jose Barrero strikes out on a foul tip.","R","R","L","CHC","CIN","B",,,1,1,2022,"0","-0.29","-0.34","0.03",,606157,,2,2,"Top",,,,,575929,,,-5.217926287607104,-114.47877069418819,-6.273941051472704,0.9939192305811625,21.04574244639247,-33.73820546679349,"3.27","1.67",,,,"77.8",2349,"5.7",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.82",,,,,,,,12,3,"Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard",55,"0","0.036"
"KC","2022-10-01","78.4","2.26","6.36","Smyly, Drew",676480,592767,,"ball",,,,,12,"Jose Barrero strikes out on a foul tip.","R","R","L","CHC","CIN","B",,,0,1,2022,"0.24","-0.21","1.31","2.59",,606157,,2,2,"Top",,,,,575929,,,-2.457305210878084,-114.21170266371222,-0.9296227743893702,2.590386656821792,21.004239000226654,-34.03666913167403,"3.44","1.67",,,,"77.4",2366,"5.5",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.97",,,,,,,,12,2,"Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard",340,"0","0.03"
"KC","2022-10-01","78.4","2.14","6.3","Smyly, Drew",676480,592767,,"swinging_strike",,,,,6,"Jose Barrero strikes out on a foul tip.","R","R","L","CHC","CIN","S",,,0,0,2022,"0.44","-0.04","0.35","2.28",,606157,,2,2,"Top",,,,,575929,,,-4.603429593801876,-114.03688336339398,-1.7218870519582747,4.677853156877196,22.159224547710078,-32.414290751377585,"3.42","1.67",,,,"77.2",2389,"5.6",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.92",,,,,,,,12,1,"Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard",20,"0","-0.046"
"KC","2022-10-01","79.4","2.11","6.45","Smyly, Drew",608703,592767,"field_out","hit_into_play",,,,,8,"Matt Reynolds flies out to right fielder Seiya Suzuki.","R","R","L","CHC","CIN","X",9,"fly_ball",2,2,2022,"0.27","-0.16","-0.18","1.85",,606157,,1,2,"Top",185.01,118.53,,,575929,,,-5.429341564044955,-115.54066087938475,-3.0039708304514887,3.42376143157204,21.193624417758016,-33.22883849406985,"3.04","1.45",248,"90.4",44,"78.3",2437,"5.5",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.99",0.009,0.012,"0",1,0,0,3,11,5,"Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard",78,"0.036","-0.267"
"SI","2022-10-01","93.5","1.94","6.44","Smyly, Drew",608703,592767,,"ball",,,,,12,"Matt Reynolds flies out to right fielder Seiya Suzuki.","R","R","L","CHC","CIN","B",,,1,2,2022,"0.89","1.34","1.04","4.2",,606157,,1,2,"Top",,,,,575929,,,-4.247988707780894,-136.2154472631054,-2.9841365370611865,12.056135164096782,29.036909653862065,-15.044536677538513,"2.91","1.45",,,,"93.1",2328,"5.9",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.61",,,,,,,,11,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",144,"0","0.03"
"SI","2022-10-01","92.9","1.91","6.48","Smyly, Drew",608703,592767,,"called_strike",,,,,12,"Matt Reynolds flies out to right fielder Seiya Suzuki.","R","R","L","CHC","CIN","S",,,1,1,2022,"0.73","1.27","0.42","3.17",,606157,,1,2,"Top",,,,,575929,,,-5.367008165329523,-135.1359680677076,-5.422330524990364,10.192307613606769,30.409005598125425,-15.575263743412282,"3","1.41",,,,"91.9",2143,"5.8",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.75",,,,,,,,11,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",149,"0","-0.082"
"SI","2022-10-01","91.9","1.95","6.39","Smyly, Drew",608703,592767,,"called_strike",,,,,3,"Matt Reynolds flies out to right fielder Seiya Suzuki.","R","R","L","CHC","CIN","S",,,1,0,2022,"0.7","1.31","0.37","2.88",,606157,,1,2,"Top",,,,,575929,,,-5.471818886808068,-133.75616462316532,-5.862761095645093,9.57518243671917,27.35489905632132,-15.417668900642479,"2.85","1.45",,,,"91.4",2233,"5.9",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.64",,,,,,,,11,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",145,"0","-0.042"
"SI","2022-10-01","91.8","2.09","6.48","Smyly, Drew",608703,592767,,"ball",,,,,12,"Matt Reynolds flies out to right fielder Seiya Suzuki.","R","R","L","CHC","CIN","B",,,0,0,2022,"0.76","1.35","0.98","2.76",,606157,,1,2,"Top",,,,,575929,,,-4.411932115213312,-133.51757913882895,-6.443175016713717,10.036510281809612,28.371480357184293,-14.777165309213146,"2.87","1.36",,,,"91.2",2168,"5.9",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.6",,,,,,,,11,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",146,"0","0.028"
"KC","2022-10-01","78.6","2.29","6.35","Smyly, Drew",606157,592767,"double","hit_into_play",,,,,6,"Aristides Aquino doubles (13) on a sharp line drive to left fielder Ian Happ.","R","R","L","CHC","CIN","X",7,"line_drive",1,0,2022,"0.05","-0.27","0.79","2.79",,,,1,2,"Top",49,118.82,,,575929,,,-3.307507683432322,-114.5881742079232,-0.47913722866442676,0.9708887231158958,19.640293888896977,-34.64685619927777,"3.78","1.79",199,"102.6",11,"78",2364,"5.6",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.89",0.894,0.874,"1.25",1,1,1,4,10,2,"Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard",24,"-0.043","0.398"
"KC","2022-10-01","79.3","2.28","6.32","Smyly, Drew",606157,592767,,"ball",,,,,14,"Aristides Aquino doubles (13) on a sharp line drive to left fielder Ian Happ.","R","R","L","CHC","CIN","B",,,0,0,2022,"0.08","-0.21","0.21","1.28",,,,1,2,"Top",,,,,575929,,,-4.60844440117572,-115.39510896755931,-3.7782518793615263,1.572653307150182,22.594474531526988,-33.55967784684331,"3.67","1.79",,,,"78.2",2369,"5.7",663167,592767,575929,623520,666624,621550,663538,664023,676369,673548,"54.84",,,,,,,,10,1,"Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard",41,"0","0.023"
